alphaRuns,lambdas,run
1.4001121702417874,0.2899999999999999,29
1.3310792637613085,0.2899999999999999,30
1.3609388205954576,0.2899999999999999,31
1.3504953450067958,0.2899999999999999,32
1.340515714929018,0.2899999999999999,33
1.3030190144651363,0.2899999999999999,34
1.4311852323968426,0.2899999999999999,35
1.1857311270719164,0.2899999999999999,36
1.4297407189335898,0.2899999999999999,37
1.2076641513963073,0.2899999999999999,38
1.3289742381221143,0.2899999999999999,39
