alphaRuns,lambdas,run
1.5704815196109705,0.16999999999999998,19
1.446409384801145,0.16999999999999998,20
1.4327542605318375,0.16999999999999998,21
1.852873590872373,0.16999999999999998,22
,0.16999999999999998,23
1.403502103003825,0.16999999999999998,24
1.7362019285635502,0.16999999999999998,25
1.4504050302530793,0.16999999999999998,26
1.5465787117273384,0.16999999999999998,27
1.3223174098843236,0.16999999999999998,28
1.5839274616231254,0.16999999999999998,29
1.4391754472214897,0.16999999999999998,30
1.4706876983305754,0.16999999999999998,31
1.2790256610007402,0.16999999999999998,32
1.3358720599399172,0.16999999999999998,33
1.5905569671677429,0.16999999999999998,34
1.3765509878384063,0.16999999999999998,35
1.596486460384833,0.16999999999999998,36
1.1891688832582277,0.16999999999999998,37
,0.16999999999999998,38
1.8358834663557722,0.16999999999999998,39
1.214344766709638,0.17999999999999997,0
,0.17999999999999997,1
1.8824201020401254,0.17999999999999997,2
1.2926860118546073,0.17999999999999997,3
1.6229138151212859,0.17999999999999997,4
1.2275386994932318,0.17999999999999997,5
1.2358261688612362,0.17999999999999997,6
1.5412274732428177,0.17999999999999997,7
1.5532194007866964,0.17999999999999997,8
1.4805312777657584,0.17999999999999997,9
1.6443375187757754,0.17999999999999997,10
1.5762151632389547,0.17999999999999997,11
1.2597249870027305,0.17999999999999997,12
1.481961808397411,0.17999999999999997,13
1.5612558988648146,0.17999999999999997,14
1.2760344691120038,0.17999999999999997,15
1.4252248332900326,0.17999999999999997,16
1.347031480015362,0.17999999999999997,17
1.3853230468036495,0.17999999999999997,18
1.3868504173469103,0.17999999999999997,19
1.494251140381864,0.17999999999999997,20
1.7469645548368624,0.17999999999999997,21
1.8793770712154556,0.17999999999999997,22
inf,0.17999999999999997,23
1.7832370635683967,0.17999999999999997,24
1.6724811521787943,0.17999999999999997,25
1.8095432775901457,0.17999999999999997,26
1.2540492904637304,0.17999999999999997,27
1.216596683160605,0.17999999999999997,28
1.460285200364369,0.17999999999999997,29
1.3925836551571267,0.17999999999999997,30
1.6453891884635856,0.17999999999999997,31
1.711928962638305,0.17999999999999997,32
1.3289991853840069,0.17999999999999997,33
1.7206145044860837,0.17999999999999997,34
1.3474241234852298,0.17999999999999997,35
1.4127740725384847,0.17999999999999997,36
1.5195857463712186,0.17999999999999997,37
2.2009067971785248,0.17999999999999997,38
1.697402983223148,0.17999999999999997,39
,0.18999999999999995,0
1.2066359494676653,0.18999999999999995,1
1.4183800358322838,0.18999999999999995,2
1.507948639845525,0.18999999999999995,3
1.3899445275363453,0.18999999999999995,4
1.4197952882620792,0.18999999999999995,5
1.523629717213621,0.18999999999999995,6
1.3196019257891,0.18999999999999995,7
1.3802795511665669,0.18999999999999995,8
1.673316936461709,0.18999999999999995,9
1.4183306387428631,0.18999999999999995,10
1.5500256901952452,0.18999999999999995,11
1.3325925753540622,0.18999999999999995,12
1.6754448303484062,0.18999999999999995,13
1.5336836748713605,0.18999999999999995,14
1.3676202376774005,0.18999999999999995,15
1.1931998411365392,0.18999999999999995,16
1.5121688449735562,0.18999999999999995,17
1.7420692244965443,0.18999999999999995,18
1.4438995668346148,0.18999999999999995,19
1.643252805993089,0.18999999999999995,20
1.5012063146323693,0.18999999999999995,21
1.615714205910165,0.18999999999999995,22
1.621636387616568,0.18999999999999995,23
1.6767751693345474,0.18999999999999995,24
1.2886970763603098,0.18999999999999995,25
1.637001136396884,0.18999999999999995,26
1.4306867989739582,0.18999999999999995,27
1.4463708054826494,0.18999999999999995,28
1.4769955308030702,0.18999999999999995,29
,0.18999999999999995,30
1.1513517946696032,0.18999999999999995,31
1.5043681618413896,0.18999999999999995,32
1.5348008707013054,0.18999999999999995,33
1.163699485032363,0.18999999999999995,34
1.4836691093560366,0.18999999999999995,35
1.486455885484649,0.18999999999999995,36
1.5999839923235684,0.18999999999999995,37
1.5885721044029117,0.18999999999999995,38
1.5176667718700383,0.18999999999999995,39
1.5341561676787103,0.19999999999999996,0
1.65338689639865,0.19999999999999996,1
1.4443330224457518,0.19999999999999996,2
1.3896600362750724,0.19999999999999996,3
1.2609299495884665,0.19999999999999996,4
1.4769587424765143,0.19999999999999996,5
1.373523202295322,0.19999999999999996,6
1.3877050226437746,0.19999999999999996,7
1.595888689205823,0.19999999999999996,8
1.2526588534059195,0.19999999999999996,9
1.3715299014265505,0.19999999999999996,10
1.5149114253117826,0.19999999999999996,11
1.2773276478997149,0.19999999999999996,12
1.4416369753555998,0.19999999999999996,13
1.303344548546297,0.19999999999999996,14
1.3788646293850297,0.19999999999999996,15
1.302184308152889,0.19999999999999996,16
1.8853955783120333,0.19999999999999996,17
1.621850195914244,0.19999999999999996,18
1.4957322591052884,0.19999999999999996,19
1.3739007167914044,0.19999999999999996,20
1.5124866172010982,0.19999999999999996,21
1.4443967022511277,0.19999999999999996,22
2.26252741941164,0.19999999999999996,23
1.530134114897532,0.19999999999999996,24
1.3291440123378708,0.19999999999999996,25
1.3650027535268583,0.19999999999999996,26
1.3669913598140644,0.19999999999999996,27
1.6113310015832032,0.19999999999999996,28
1.4003321792597987,0.19999999999999996,29
1.3808992814203689,0.19999999999999996,30
1.3592681454663564,0.19999999999999996,31
1.3321850501777344,0.19999999999999996,32
1.1555936456438511,0.19999999999999996,33
1.408530261494429,0.19999999999999996,34
1.4360702172682904,0.19999999999999996,35
1.3250234107191348,0.19999999999999996,36
1.4751374601457825,0.19999999999999996,37
1.4086903089036793,0.19999999999999996,38
1.5069546933280702,0.19999999999999996,39
1.3896792636585744,0.20999999999999996,0
1.621789477766486,0.20999999999999996,1
1.3051951885049262,0.20999999999999996,2
1.4219524464414686,0.20999999999999996,3
1.4510254921563641,0.20999999999999996,4
1.4912263367698255,0.20999999999999996,5
1.3045711454374511,0.20999999999999996,6
1.1917088018591013,0.20999999999999996,7
1.4222275006355647,0.20999999999999996,8
1.3001301117574457,0.20999999999999996,9
1.4944089994957412,0.20999999999999996,10
1.6506541676256798,0.20999999999999996,11
1.1898139487656507,0.20999999999999996,12
1.445074687793469,0.20999999999999996,13
1.5967716670183743,0.20999999999999996,14
1.242989112448315,0.20999999999999996,15
1.2968189411068942,0.20999999999999996,16
1.440037639288649,0.20999999999999996,17
1.3651996837247922,0.20999999999999996,18
1.343718857112734,0.20999999999999996,19
1.6084097132450246,0.20999999999999996,20
1.505857468216013,0.20999999999999996,21
2.0370558177310105,0.20999999999999996,22
1.3657494503758842,0.20999999999999996,23
1.7591103893102018,0.20999999999999996,24
1.4227059716726984,0.20999999999999996,25
1.4035407527546404,0.20999999999999996,26
1.269126888335226,0.20999999999999996,27
1.5929427448948807,0.20999999999999996,28
1.4047426070974212,0.20999999999999996,29
1.5202384531598279,0.20999999999999996,30
1.7960693454483945,0.20999999999999996,31
1.479606664634605,0.20999999999999996,32
1.5371007175890083,0.20999999999999996,33
1.2339963559304281,0.20999999999999996,34
1.4772497150668453,0.20999999999999996,35
1.3638291931408832,0.20999999999999996,36
1.1971417170743999,0.20999999999999996,37
1.4791254097310416,0.20999999999999996,38
1.2503207646296297,0.20999999999999996,39
1.7868712166114453,0.21999999999999995,0
1.3498227814970911,0.21999999999999995,1
1.3271700677795732,0.21999999999999995,2
1.5625247110630132,0.21999999999999995,3
1.5496235624178512,0.21999999999999995,4
1.208897275339317,0.21999999999999995,5
1.6082034699689163,0.21999999999999995,6
1.3143610824653484,0.21999999999999995,7
1.309725692922774,0.21999999999999995,8
1.324022180849446,0.21999999999999995,9
1.3073957848253506,0.21999999999999995,10
1.337969877868996,0.21999999999999995,11
1.1709750252765683,0.21999999999999995,12
1.3662386873717387,0.21999999999999995,13
1.4509787952301796,0.21999999999999995,14
1.3589338717849246,0.21999999999999995,15
1.1777150757804455,0.21999999999999995,16
1.393163254848153,0.21999999999999995,17
1.2868698648914076,0.21999999999999995,18
1.296837850826189,0.21999999999999995,19
1.3941467976533368,0.21999999999999995,20
1.3086811064876245,0.21999999999999995,21
1.2523507112554029,0.21999999999999995,22
1.1943496104264186,0.21999999999999995,23
1.7509954741602067,0.21999999999999995,24
1.4102051038637793,0.21999999999999995,25
1.3966731384218374,0.21999999999999995,26
1.7633815094844674,0.21999999999999995,27
1.3102905886805876,0.21999999999999995,28
1.3856167835354996,0.21999999999999995,29
1.4125713942635947,0.21999999999999995,30
1.2768805391497076,0.21999999999999995,31
1.4348355478200272,0.21999999999999995,32
1.420747362642192,0.21999999999999995,33
1.3630396494766597,0.21999999999999995,34
1.3319301230223464,0.21999999999999995,35
1.423868384296676,0.21999999999999995,36
1.4184914098039973,0.21999999999999995,37
1.4396736224814348,0.21999999999999995,38
2.092533743938073,0.21999999999999995,39
1.3370367065158537,0.22999999999999995,0
1.1862450852066662,0.22999999999999995,1
1.237922571998651,0.22999999999999995,2
1.615051762977413,0.22999999999999995,3
1.294287589066848,0.22999999999999995,4
1.304534804751829,0.22999999999999995,5
1.655293839139202,0.22999999999999995,6
1.6318573262651601,0.22999999999999995,7
1.3522786966925082,0.22999999999999995,8
1.4340508677995443,0.22999999999999995,9
1.4195551381941247,0.22999999999999995,10
1.4296740144745208,0.22999999999999995,11
1.4060933400394937,0.22999999999999995,12
1.427785751817948,0.22999999999999995,13
1.4454102538382427,0.22999999999999995,14
1.2548349298923076,0.22999999999999995,15
1.3188289347536448,0.22999999999999995,16
1.3455088124530037,0.22999999999999995,17
1.3922037195401524,0.22999999999999995,18
1.3262427390896163,0.22999999999999995,19
1.6449983688953849,0.22999999999999995,20
1.3314686901826325,0.22999999999999995,21
1.4261177435760515,0.22999999999999995,22
1.1181511155714046,0.22999999999999995,23
1.3126367690878855,0.22999999999999995,24
1.6097405862017524,0.22999999999999995,25
1.7723262986728259,0.22999999999999995,26
1.1960555555317276,0.22999999999999995,27
1.421210821699158,0.22999999999999995,28
1.3869976173372753,0.22999999999999995,29
1.6415706636161735,0.22999999999999995,30
1.6804963768951442,0.22999999999999995,31
1.4697717845240428,0.22999999999999995,32
1.3767823349950268,0.22999999999999995,33
1.200501625358108,0.22999999999999995,34
1.4755075279608434,0.22999999999999995,35
1.4550940847471843,0.22999999999999995,36
1.1563553172805299,0.22999999999999995,37
1.3188550088602167,0.22999999999999995,38
1.3908480387730615,0.22999999999999995,39
1.2324875007962808,0.23999999999999994,0
1.3197566559427565,0.23999999999999994,1
1.248982406345328,0.23999999999999994,2
1.5387492660384656,0.23999999999999994,3
1.319825390946188,0.23999999999999994,4
1.4537536437421799,0.23999999999999994,5
1.2785208868646305,0.23999999999999994,6
1.6305752795214894,0.23999999999999994,7
1.7101387944954762,0.23999999999999994,8
1.445333973152873,0.23999999999999994,9
1.4432148563761373,0.23999999999999994,10
1.3456467662442715,0.23999999999999994,11
1.3178062966033623,0.23999999999999994,12
1.3094782756956935,0.23999999999999994,13
1.184819636027751,0.23999999999999994,14
1.3440119332430505,0.23999999999999994,15
1.5244634184545354,0.23999999999999994,16
1.3266747571859971,0.23999999999999994,17
1.5065739562859137,0.23999999999999994,18
1.350479411834372,0.23999999999999994,19
1.638485290246652,0.23999999999999994,20
1.442772690755135,0.23999999999999994,21
1.2167430378514987,0.23999999999999994,22
1.3876801532042067,0.23999999999999994,23
1.366705127649001,0.23999999999999994,24
1.322816116532472,0.23999999999999994,25
1.374512189275468,0.23999999999999994,26
1.3378164116655786,0.23999999999999994,27
1.3274084543242795,0.23999999999999994,28
1.0678611900425234,0.23999999999999994,29
1.3300448355738816,0.23999999999999994,30
1.3100088090657627,0.23999999999999994,31
1.4746225975655414,0.23999999999999994,32
1.764949374454264,0.23999999999999994,33
1.6735697719554352,0.23999999999999994,34
1.2439560307841666,0.23999999999999994,35
1.5781939477223863,0.23999999999999994,36
1.4110379644417603,0.23999999999999994,37
1.215028910297733,0.23999999999999994,38
1.7098309840344825,0.23999999999999994,39
1.3384004341471956,0.24999999999999992,0
1.6307534583930172,0.24999999999999992,1
1.3284097779394723,0.24999999999999992,2
1.5574123266901503,0.24999999999999992,3
1.310787248681795,0.24999999999999992,4
1.4732326833318314,0.24999999999999992,5
1.2835109580407296,0.24999999999999992,6
1.4601572432778702,0.24999999999999992,7
1.3047144371513646,0.24999999999999992,8
1.4862172772794793,0.24999999999999992,9
1.4180036355250412,0.24999999999999992,10
1.4846708570115965,0.24999999999999992,11
1.2677680107834228,0.24999999999999992,12
1.2053193863054141,0.24999999999999992,13
1.38806869643809,0.24999999999999992,14
1.4671784367530352,0.24999999999999992,15
1.1855238658671052,0.24999999999999992,16
1.1064553632416012,0.24999999999999992,17
1.473627248458525,0.24999999999999992,18
1.3534141718452726,0.24999999999999992,19
1.2612654504999994,0.24999999999999992,20
1.555550300474543,0.24999999999999992,21
1.4978391292652746,0.24999999999999992,22
1.274760812285646,0.24999999999999992,23
1.6089694022587255,0.24999999999999992,24
1.351958973105948,0.24999999999999992,25
1.313893370132761,0.24999999999999992,26
1.355500009309239,0.24999999999999992,27
1.5359523301900229,0.24999999999999992,28
1.5419520838768228,0.24999999999999992,29
1.2694226085537288,0.24999999999999992,30
1.3517606267948277,0.24999999999999992,31
1.5121125132409377,0.24999999999999992,32
1.305842692979691,0.24999999999999992,33
1.4148021359654996,0.24999999999999992,34
1.2578289326116565,0.24999999999999992,35
1.2493768426115062,0.24999999999999992,36
1.7206183299961963,0.24999999999999992,37
1.288177305563633,0.24999999999999992,38
1.3790108205877523,0.24999999999999992,39
1.2477418272799223,0.2599999999999999,0
1.4973045492212602,0.2599999999999999,1
1.414590923273372,0.2599999999999999,2
1.335981556759425,0.2599999999999999,3
1.3921349554670945,0.2599999999999999,4
1.3667539563300533,0.2599999999999999,5
1.598175993757481,0.2599999999999999,6
1.2650141936063357,0.2599999999999999,7
1.303229480211988,0.2599999999999999,8
1.5847586270295786,0.2599999999999999,9
1.2017058062343506,0.2599999999999999,10
1.3129658454075495,0.2599999999999999,11
1.1685974050138215,0.2599999999999999,12
1.408837075184082,0.2599999999999999,13
1.5626879232177133,0.2599999999999999,14
1.3303457096353672,0.2599999999999999,15
1.2514931733800658,0.2599999999999999,16
1.15551975062419,0.2599999999999999,17
1.412902303559147,0.2599999999999999,18
1.4464020451509347,0.2599999999999999,19
1.2894416678914207,0.2599999999999999,20
1.3430789329416666,0.2599999999999999,21
1.3939700408734916,0.2599999999999999,22
1.2871389958134007,0.2599999999999999,23
1.2998155963320066,0.2599999999999999,24
1.3257101169194696,0.2599999999999999,25
1.4657325797552556,0.2599999999999999,26
1.3853775892260116,0.2599999999999999,27
1.39242919681285,0.2599999999999999,28
1.433648745515796,0.2599999999999999,29
1.1963691348898013,0.2599999999999999,30
1.567771384028594,0.2599999999999999,31
1.3556111949087635,0.2599999999999999,32
1.1895384208642668,0.2599999999999999,33
1.3044772364252188,0.2599999999999999,34
1.4364551464100659,0.2599999999999999,35
1.3011930683952841,0.2599999999999999,36
1.5923252887387336,0.2599999999999999,37
1.3480184186137172,0.2599999999999999,38
1.4177333093903304,0.2599999999999999,39
1.2822302401346921,0.2699999999999999,0
1.2909560288337159,0.2699999999999999,1
1.320798182512508,0.2699999999999999,2
1.4426846191721003,0.2699999999999999,3
1.267467379822358,0.2699999999999999,4
1.4568162081593978,0.2699999999999999,5
1.3726538575258374,0.2699999999999999,6
1.399398049285401,0.2699999999999999,7
1.436708057706372,0.2699999999999999,8
1.5387844554270005,0.2699999999999999,9
1.3312802752660868,0.2699999999999999,10
1.1728381959231737,0.2699999999999999,11
1.5511161222303134,0.2699999999999999,12
1.1939449593208176,0.2699999999999999,13
1.3762872347308677,0.2699999999999999,14
1.6174138561923193,0.2699999999999999,15
1.396697525209551,0.2699999999999999,16
1.3205905799189293,0.2699999999999999,17
1.545169458427678,0.2699999999999999,18
1.3901869386426768,0.2699999999999999,19
1.3542502601107695,0.2699999999999999,20
1.355108014623657,0.2699999999999999,21
1.318437892481156,0.2699999999999999,22
1.0421319346457762,0.2699999999999999,23
1.5213668864269674,0.2699999999999999,24
1.2545000042104344,0.2699999999999999,25
1.494236020847661,0.2699999999999999,26
1.3322741002757865,0.2699999999999999,27
1.4096327398504556,0.2699999999999999,28
1.3632494720096486,0.2699999999999999,29
1.2546521476367798,0.2699999999999999,30
1.1652534077739762,0.2699999999999999,31
1.135327350873848,0.2699999999999999,32
1.258418718239068,0.2699999999999999,33
1.3461988158108875,0.2699999999999999,34
1.4966799073080508,0.2699999999999999,35
1.6861400553341284,0.2699999999999999,36
1.3576700600515705,0.2699999999999999,37
1.301664366085741,0.2699999999999999,38
1.1704890125322263,0.2699999999999999,39
1.1399722310167901,0.2799999999999999,0
1.125944653661145,0.2799999999999999,1
1.4149563995018175,0.2799999999999999,2
1.2022242089179973,0.2799999999999999,3
1.4675495918088868,0.2799999999999999,4
1.5243247221889595,0.2799999999999999,5
1.3957557623598347,0.2799999999999999,6
1.2524487649504494,0.2799999999999999,7
1.2317361263417907,0.2799999999999999,8
1.5604558971898275,0.2799999999999999,9
1.292511469107548,0.2799999999999999,10
1.3750900398697303,0.2799999999999999,11
1.2345698172121877,0.2799999999999999,12
1.2268495952799954,0.2799999999999999,13
1.4363794739972318,0.2799999999999999,14
1.3344538138937774,0.2799999999999999,15
1.185389523208265,0.2799999999999999,16
1.537703627439503,0.2799999999999999,17
1.4365709199443413,0.2799999999999999,18
1.3185004351837986,0.2799999999999999,19
1.2645039191213427,0.2799999999999999,20
1.3384187404788461,0.2799999999999999,21
1.1022192641326556,0.2799999999999999,22
1.30902569817937,0.2799999999999999,23
1.5160383598526592,0.2799999999999999,24
1.2293519452018056,0.2799999999999999,25
1.0698274692994691,0.2799999999999999,26
1.603778017906527,0.2799999999999999,27
1.1755347936327945,0.2799999999999999,28
1.2053440354954046,0.2799999999999999,29
1.3193766892100875,0.2799999999999999,30
1.617895488161523,0.2799999999999999,31
1.397322000923448,0.2799999999999999,32
1.3961028146201682,0.2799999999999999,33
1.3402484699918964,0.2799999999999999,34
1.2422270071878523,0.2799999999999999,35
1.5001655601244412,0.2799999999999999,36
1.1802005055935523,0.2799999999999999,37
1.0476691613799094,0.2799999999999999,38
1.4495933643033998,0.2799999999999999,39
1.285706863110354,0.2899999999999999,0
1.2907370499690054,0.2899999999999999,1
1.0800079758285248,0.2899999999999999,2
1.458010721398012,0.2899999999999999,3
1.1167051418126082,0.2899999999999999,4
1.3282491666055338,0.2899999999999999,5
1.2579667450960414,0.2899999999999999,6
1.2123829068839682,0.2899999999999999,7
1.2631872012251977,0.2899999999999999,8
1.3084482761978,0.2899999999999999,9
1.387270754203315,0.2899999999999999,10
1.3350501585600345,0.2899999999999999,11
1.1903275773738615,0.2899999999999999,12
1.1757677099551018,0.2899999999999999,13
1.240907304860179,0.2899999999999999,14
1.2295495374472096,0.2899999999999999,15
1.3014973200912494,0.2899999999999999,16
1.2595015144625608,0.2899999999999999,17
1.2072288022839053,0.2899999999999999,18
1.2457277614523727,0.2899999999999999,19
1.4184707624706574,0.2899999999999999,20
1.2123460890743305,0.2899999999999999,21
1.1227636251658426,0.2899999999999999,22
1.2412981936141942,0.2899999999999999,23
1.2463257848961726,0.2899999999999999,24
1.1619428705652857,0.2899999999999999,25
1.1618200712119129,0.2899999999999999,26
1.2693975839383005,0.2899999999999999,27
1.3733132671140942,0.2899999999999999,28
