,d,binnedSd mean,binnedSd se
0,4.352011029397788,0.08083333333333331,0.12380259824952518
1,6.092815441156905,0.17287013664218018,0.12726914057853816
2,7.833619852916019,0.24300471525968043,0.11641337934766409
3,9.574424264675134,0.31549844841679564,0.11506603929259866
4,11.315228676434252,0.3738379803494236,0.12260263649997964
5,13.056033088193367,0.4107015086269931,0.13051034660720595
6,14.796837499952481,0.40553220322414263,0.12773897394806832
7,16.537641911711596,0.4419888656487516,0.14414325098529393
8,18.27844632347071,0.46160582674641787,0.14339050816651588
9,20.01925073522983,0.4842076776548114,0.14484148390332616
10,21.760055146988943,0.5164912933605041,0.15242971822936432
11,23.50085955874806,0.5284704483828052,0.15540249844595996
12,25.241663970507176,0.5594501521654236,0.16198945911971785
13,26.98246838226629,0.5844912319785729,0.1712890967603512
14,28.723272794025405,0.6061584945032454,0.16389568574940291
15,30.46407720578452,0.6258953643089087,0.16693702400186636
16,32.204881617543634,0.6473430872271921,0.18184277291836518
17,33.94568602930275,0.6733570734231997,0.17273282701575107
18,35.68649044106186,0.6926685457406622,0.1746233721663062
19,37.427294852820985,0.7134146529498714,0.1766169501787612
20,39.1680992645801,0.7240701709988828,0.1847367416258983
21,40.908903676339214,0.7426294253498776,0.18183888847001614
22,42.64970808809833,0.7605526263145431,0.18423772136052097
23,44.390512499857444,0.7732028748532832,0.18708859934425856
24,46.13131691161656,0.792634422680376,0.1844122300700914
25,47.87212132337568,0.8022551587081113,0.1917287277779903
26,49.612925735134795,0.815342019482196,0.18763969237164493
27,51.35373014689391,0.8279996137840022,0.19451194992822232
28,53.094534558653024,0.8359861303324009,0.195132541541411
29,54.83533897041214,0.848490913112825,0.20038774057214426
30,56.57614338217125,0.8584475549622627,0.1934693769776884
31,58.31694779393037,0.8668919356445051,0.19241300474139372
32,60.05775220568948,0.8775044301637748,0.19670339102656362
33,61.7985566174486,0.8860718236755769,0.1919197689746503
34,63.53936102920771,0.8950421744051841,0.20586236504736113
35,65.28016544096683,0.900245213505238,0.1905351673570474
36,67.02096985272594,0.9076462369548064,0.189867552498392
37,68.76177426448506,0.9144401472586637,0.18703194700514342
38,70.50257867624418,0.9202662865688365,0.19017866013869664
39,72.2433830880033,0.9251734105569617,0.18854435977659398
40,73.98418749976241,0.9309299050091963,0.1825647204947123
41,75.72499191152153,0.9344232920674288,0.18276309673621488
42,77.46579632328064,0.9400702746355516,0.1757747398679552
43,79.20660073503976,0.9447866156481729,0.1840123219849756
44,80.94740514679887,0.9486991759991762,0.17601715346572272
45,82.68820955855799,0.9525077849183384,0.17553567988289998
46,84.4290139703171,0.9561341154382084,0.16909750472826565
47,86.16981838207622,0.9579264156224249,0.1698770235253358
48,87.91062279383533,0.9612764746079724,0.1697455128036065
49,89.65142720559444,0.9643775968915727,0.16968638253793036
50,91.39223161735356,0.9672735692063749,0.16997516390883144
51,93.13303602911267,0.9696811913945417,0.1654965504226373
52,94.87384044087179,0.9714962726787639,0.16714999356014565
53,96.6146448526309,0.9725576098234856,0.17907950068164752
54,98.35544926439003,0.9756454186554572,0.16763417752827772
55,100.09625367614915,0.9766382766562549,0.16749858902163678
56,101.83705808790826,0.9771533585737971,0.1768443511072861
57,103.57786249966738,0.9796899337434942,0.1709810104440248
58,105.31866691142649,0.980444335418615,0.17688377387948456
59,107.0594713231856,0.9814827478445171,0.17627820267954533
60,108.80027573494472,0.9822909740537983,0.17713095489628836
61,110.54108014670383,0.9839290678264513,0.20867464072557887
62,112.28188455846295,0.9843786342684439,0.18371050065264788
63,114.02268897022206,0.9843676613308405,0.18635818357210154
64,115.76349338198118,0.9861296308975892,0.19507568361635028
65,117.50429779374029,0.9862120532226534,0.19247861064187397
66,119.2451022054994,0.9871540396887514,0.19286972763067703
67,120.98590661725852,0.987960994515838,0.1993835797822167
68,122.72671102901764,0.9878080526129684,0.20258331942865554
69,124.46751544077675,0.9895636498906961,0.19796858652899343
70,126.20831985253588,0.9887643874801522,0.20631109198558925
71,127.949124264295,0.991636530404222,0.2343126282139451
72,129.68992867605408,0.9914383448687033,0.21604446217958773
73,131.43073308781322,0.9925801752726628,0.23781260642073337
74,133.1715374995723,0.9914782397271393,0.2604431239607029
75,134.91234191133145,0.9955847163413297,0.2722784886801164
76,136.65314632309054,0.9963533538025912,0.26768260571935104
77,138.39395073484968,0.9956467195032518,0.31426448561162057
78,140.1347551466088,0.9966676500209338,0.3521669375906614
79,141.8755595583679,0.9970765227226118,0.36554418897331953
80,143.61636397012705,0.9994438226738565,0.4059869203174868
81,145.35716838188614,0.9992068119447874,0.444557999009871
82,147.09797279364528,0.9995492499084052,0.47694349939027214
83,148.83877720540437,1.002965395949262,0.5009006699827008
84,150.5795816171635,1.000739890745716,0.5368401418878609
85,152.3203860289226,1.002554263859118,0.584184953526707
86,154.06119044068174,1.0023690421245421,0.6261272070207471
87,155.80199485244083,1.002164985994398,0.6812088302185996
88,157.54279926419997,1.000692734413353,0.682429971195657
89,159.28360367595906,0.9998111111111111,0.7417528693390074
90,161.0244080877182,0.9987777777777779,0.7840431645965785
91,162.7652124994773,0.9951679487179488,0.7818766772707156
92,164.50601691123643,1.0053177419354837,0.8566093979689973
93,166.24682132299552,0.9971020408163266,0.9159252368366607
94,167.98762573475466,0.9936041666666666,0.9292829128983601
95,169.72843014651374,0.995125,0.9588715074024952
96,171.4692345582729,0.9780666666666666,0.9827099922606307
97,173.21003897003197,0.9882222222222222,0.999930639569874
