thsRuns,alphaRuns,lambdas,dilsRuns,run,deltas
0.004,1.2447785499057304,0.11,0.809158,12,9.090909090909092
0.004,1.3680891054977342,0.11,0.809158,13,9.090909090909092
0.004,1.3042895566561976,0.11,0.809158,14,9.090909090909092
0.004,1.3475644556568904,0.11,0.809158,15,9.090909090909092
0.004,1.3856893689664873,0.11,0.809158,16,9.090909090909092
0.004,1.521769344613256,0.11,0.809158,17,9.090909090909092
0.004,1.360055090183498,0.11,0.809158,18,9.090909090909092
0.004,1.3256082242631029,0.11,0.809158,19,9.090909090909092
0.004,1.3329334791855907,0.11,0.809158,20,9.090909090909092
0.004,1.2818245800378936,0.11,0.809158,21,9.090909090909092
0.004,1.1584204395731863,0.11,0.809158,22,9.090909090909092
0.004,1.3941506630460994,0.11,0.809158,23,9.090909090909092
0.004,1.26353362181512,0.11,0.809158,24,9.090909090909092
0.004,1.1379136819954971,0.11,0.809158,25,9.090909090909092
0.004,1.1136992905352747,0.11,0.809158,26,9.090909090909092
0.004,1.1941879449441057,0.11,0.809158,27,9.090909090909092
0.004,1.921335091326905,0.11,0.809158,28,9.090909090909092
0.004,1.2784319808199125,0.11,0.809158,29,9.090909090909092
0.004,,0.11,0.809158,30,9.090909090909092
0.004,0.9476085310169611,0.11,0.809158,31,9.090909090909092
0.004,1.4889635566945407,0.11,0.809158,32,9.090909090909092
0.004,1.0958497101496398,0.11,0.809158,33,9.090909090909092
0.004,1.4418493214512207,0.11,0.809158,34,9.090909090909092
0.004,1.4806161710187262,0.11,0.809158,35,9.090909090909092
0.004,1.3324905988821025,0.11,0.809158,36,9.090909090909092
0.004,1.403499322500406,0.11,0.809158,37,9.090909090909092
0.004,1.2595592906324744,0.11,0.809158,38,9.090909090909092
0.004,1.3831600421511776,0.11,0.809158,39,9.090909090909092
0.004,1.544605241453202,0.12,0.844384,0,8.333333333333334
0.004,1.0748278252700214,0.12,0.844384,1,8.333333333333334
0.004,1.510244149998764,0.12,0.844384,2,8.333333333333334
0.004,1.1617548398780928,0.12,0.844384,3,8.333333333333334
0.004,1.0684824076274604,0.12,0.844384,4,8.333333333333334
0.004,1.2482895586978087,0.12,0.844384,5,8.333333333333334
0.004,1.239682295287215,0.12,0.844384,6,8.333333333333334
0.004,1.2896432331936276,0.12,0.844384,7,8.333333333333334
0.004,1.2664957843896936,0.12,0.844384,8,8.333333333333334
0.004,1.0759161646125772,0.12,0.844384,9,8.333333333333334
0.004,1.321290470174697,0.12,0.844384,10,8.333333333333334
0.004,1.351103866077936,0.12,0.844384,11,8.333333333333334
0.004,1.270538700520034,0.12,0.844384,12,8.333333333333334
0.004,1.4130284787815919,0.12,0.844384,13,8.333333333333334
0.004,1.2831091403311854,0.12,0.844384,14,8.333333333333334
0.004,1.3121865168024103,0.12,0.844384,15,8.333333333333334
0.004,1.417678364217993,0.12,0.844384,16,8.333333333333334
0.004,1.4051360568584377,0.12,0.844384,17,8.333333333333334
0.004,1.253889935020232,0.12,0.844384,18,8.333333333333334
0.004,1.8597717750287446,0.12,0.844384,19,8.333333333333334
0.004,1.422854763493884,0.12,0.844384,20,8.333333333333334
0.004,1.415040877585182,0.12,0.844384,21,8.333333333333334
0.004,1.4146290167169535,0.12,0.844384,22,8.333333333333334
0.004,1.4060226901193351,0.12,0.844384,23,8.333333333333334
0.004,1.0332794956051663,0.12,0.844384,24,8.333333333333334
0.004,1.336228400174688,0.12,0.844384,25,8.333333333333334
0.004,0.9709732680017803,0.12,0.844384,26,8.333333333333334
0.004,1.3393644869065588,0.12,0.844384,27,8.333333333333334
0.004,,0.12,0.844384,28,8.333333333333334
0.004,1.3101565540733973,0.12,0.844384,29,8.333333333333334
0.004,1.2641963576626305,0.12,0.844384,30,8.333333333333334
0.004,1.1695572249058996,0.12,0.844384,31,8.333333333333334
0.004,1.3013803730682103,0.12,0.844384,32,8.333333333333334
0.004,1.3551574578259968,0.12,0.844384,33,8.333333333333334
0.004,1.6736636200628314,0.12,0.844384,34,8.333333333333334
0.004,1.066562766906694,0.12,0.844384,35,8.333333333333334
0.004,1.0713757801978376,0.12,0.844384,36,8.333333333333334
0.004,1.1192745869055916,0.12,0.844384,37,8.333333333333334
0.004,,0.12,0.844384,38,8.333333333333334
0.004,1.4901187841711057,0.12,0.844384,39,8.333333333333334
0.004,1.2145659695359614,0.13,0.870906,0,7.692307692307692
0.004,1.2278397070846905,0.13,0.870906,1,7.692307692307692
0.004,1.2257052421563333,0.13,0.870906,2,7.692307692307692
0.004,1.2647904352022472,0.13,0.870906,3,7.692307692307692
0.004,1.2985522309698203,0.13,0.870906,4,7.692307692307692
0.004,1.214974898051429,0.13,0.870906,5,7.692307692307692
0.004,1.1182251294620875,0.13,0.870906,6,7.692307692307692
0.004,1.1369857713660902,0.13,0.870906,7,7.692307692307692
0.004,1.2415587639433274,0.13,0.870906,8,7.692307692307692
0.004,1.1729227130252284,0.13,0.870906,9,7.692307692307692
0.004,1.6885883967997073,0.13,0.870906,10,7.692307692307692
0.004,1.2335355453980874,0.13,0.870906,11,7.692307692307692
0.004,1.077187548834766,0.13,0.870906,12,7.692307692307692
0.004,1.1769957241063325,0.13,0.870906,13,7.692307692307692
0.004,1.2837831284394514,0.13,0.870906,14,7.692307692307692
0.004,1.2944770780080708,0.13,0.870906,15,7.692307692307692
0.004,1.225648843675006,0.13,0.870906,16,7.692307692307692
0.004,1.2898804626126417,0.13,0.870906,17,7.692307692307692
0.004,1.2119160358744123,0.13,0.870906,18,7.692307692307692
0.004,1.4597658994021012,0.13,0.870906,19,7.692307692307692
0.004,1.3137266230781648,0.13,0.870906,20,7.692307692307692
0.004,1.1336624589793978,0.13,0.870906,21,7.692307692307692
0.004,1.1054207116712567,0.13,0.870906,22,7.692307692307692
0.004,1.0610012244267346,0.13,0.870906,23,7.692307692307692
0.004,1.4630306931727741,0.13,0.870906,24,7.692307692307692
0.004,1.0782457251920838,0.13,0.870906,25,7.692307692307692
0.004,1.4923817524310414,0.13,0.870906,26,7.692307692307692
0.004,1.347222301082308,0.13,0.870906,27,7.692307692307692
0.004,1.1741752599303856,0.13,0.870906,28,7.692307692307692
0.004,1.3028603221008361,0.13,0.870906,29,7.692307692307692
0.004,1.1663638510824739,0.13,0.870906,30,7.692307692307692
0.004,1.2484824750818042,0.13,0.870906,31,7.692307692307692
0.004,0.9623771294856469,0.13,0.870906,32,7.692307692307692
0.004,1.2759075182536161,0.13,0.870906,33,7.692307692307692
0.004,1.2925800352774004,0.13,0.870906,34,7.692307692307692
0.004,1.2430508842168768,0.13,0.870906,35,7.692307692307692
0.004,1.0763798023396964,0.13,0.870906,36,7.692307692307692
0.004,1.227867946468604,0.13,0.870906,37,7.692307692307692
0.004,1.1397735101806725,0.13,0.870906,38,7.692307692307692
0.004,1.313490218599406,0.13,0.870906,39,7.692307692307692
0.004,1.120652093664845,0.13999999999999999,0.892,0,7.142857142857143
0.004,1.343143198318241,0.13999999999999999,0.892,1,7.142857142857143
0.004,1.189417728813676,0.13999999999999999,0.892,2,7.142857142857143
0.004,1.108872742367311,0.13999999999999999,0.892,3,7.142857142857143
0.004,1.0912320388656374,0.13999999999999999,0.892,4,7.142857142857143
0.004,1.277042741999154,0.13999999999999999,0.892,5,7.142857142857143
0.004,1.0876184311186379,0.13999999999999999,0.892,6,7.142857142857143
0.004,1.3096033215329428,0.13999999999999999,0.892,7,7.142857142857143
0.004,1.0867949635940772,0.13999999999999999,0.892,8,7.142857142857143
0.004,1.3641327948773783,0.13999999999999999,0.892,9,7.142857142857143
0.004,0.9776531538938538,0.13999999999999999,0.892,10,7.142857142857143
0.004,1.0195173230796497,0.13999999999999999,0.892,11,7.142857142857143
0.004,1.2569185718607512,0.13999999999999999,0.892,12,7.142857142857143
0.004,1.1856866465565257,0.13999999999999999,0.892,13,7.142857142857143
0.004,1.1505716483140453,0.13999999999999999,0.892,14,7.142857142857143
0.004,0.8945574077327325,0.13999999999999999,0.892,15,7.142857142857143
0.004,1.2086306460894878,0.13999999999999999,0.892,16,7.142857142857143
0.004,1.3576482641678997,0.13999999999999999,0.892,17,7.142857142857143
0.004,0.8763739083436636,0.13999999999999999,0.892,18,7.142857142857143
0.004,0.8951876112171833,0.13999999999999999,0.892,19,7.142857142857143
0.004,1.181298655106279,0.13999999999999999,0.892,20,7.142857142857143
0.004,1.2236896332459146,0.13999999999999999,0.892,21,7.142857142857143
0.004,1.2332347468728209,0.13999999999999999,0.892,22,7.142857142857143
0.004,1.1220509744533629,0.13999999999999999,0.892,23,7.142857142857143
0.004,1.1708205302578067,0.13999999999999999,0.892,24,7.142857142857143
0.004,1.0345635154131068,0.13999999999999999,0.892,25,7.142857142857143
0.004,1.2593507042286354,0.13999999999999999,0.892,26,7.142857142857143
0.004,1.1559751990506908,0.13999999999999999,0.892,27,7.142857142857143
0.004,1.191112192137996,0.13999999999999999,0.892,28,7.142857142857143
0.004,1.1623874591508627,0.13999999999999999,0.892,29,7.142857142857143
0.004,1.1001458734647902,0.13999999999999999,0.892,30,7.142857142857143
0.004,1.1756408554626632,0.13999999999999999,0.892,31,7.142857142857143
0.004,1.0767362182121512,0.13999999999999999,0.892,32,7.142857142857143
0.004,0.95291231096686,0.13999999999999999,0.892,33,7.142857142857143
0.004,1.056625854596624,0.13999999999999999,0.892,34,7.142857142857143
0.004,1.3406772001769451,0.13999999999999999,0.892,35,7.142857142857143
0.004,1.1486209779644951,0.13999999999999999,0.892,36,7.142857142857143
0.004,1.003280950110645,0.13999999999999999,0.892,37,7.142857142857143
0.004,1.0855933099478894,0.13999999999999999,0.892,38,7.142857142857143
0.004,1.0548460404230375,0.13999999999999999,0.892,39,7.142857142857143
0.004,1.0799874300573056,0.14999999999999997,0.908554,0,6.666666666666668
0.004,1.1189543834996083,0.14999999999999997,0.908554,1,6.666666666666668
0.004,0.935137272034545,0.14999999999999997,0.908554,2,6.666666666666668
0.004,1.0935686936996412,0.14999999999999997,0.908554,3,6.666666666666668
0.004,0.8735225848275163,0.14999999999999997,0.908554,4,6.666666666666668
0.004,0.9775268727280579,0.14999999999999997,0.908554,5,6.666666666666668
0.004,1.1830896713798622,0.14999999999999997,0.908554,6,6.666666666666668
0.004,0.997794018573037,0.14999999999999997,0.908554,7,6.666666666666668
0.004,0.9419772084220629,0.14999999999999997,0.908554,8,6.666666666666668
0.004,1.2770931225106423,0.14999999999999997,0.908554,9,6.666666666666668
0.004,1.1320851999140709,0.14999999999999997,0.908554,10,6.666666666666668
0.004,1.089555271042762,0.14999999999999997,0.908554,11,6.666666666666668
0.004,0.8865514761517896,0.14999999999999997,0.908554,12,6.666666666666668
0.004,0.8218903038401404,0.14999999999999997,0.908554,13,6.666666666666668
0.004,0.6910432552240812,0.14999999999999997,0.908554,14,6.666666666666668
0.004,1.0467295188539913,0.14999999999999997,0.908554,15,6.666666666666668
0.004,0.8106539961168167,0.14999999999999997,0.908554,16,6.666666666666668
0.004,1.0379599851702368,0.14999999999999997,0.908554,17,6.666666666666668
0.004,1.0149427265852051,0.14999999999999997,0.908554,18,6.666666666666668
0.004,1.1829583016614547,0.14999999999999997,0.908554,19,6.666666666666668
0.004,0.9448207629427672,0.14999999999999997,0.908554,20,6.666666666666668
0.004,0.8842560173048768,0.14999999999999997,0.908554,21,6.666666666666668
0.004,0.9219957696704428,0.14999999999999997,0.908554,22,6.666666666666668
0.004,1.006339531356561,0.14999999999999997,0.908554,23,6.666666666666668
0.004,0.9432700998484674,0.14999999999999997,0.908554,24,6.666666666666668
0.004,1.0912839969358006,0.14999999999999997,0.908554,25,6.666666666666668
0.004,0.8252555292900293,0.14999999999999997,0.908554,26,6.666666666666668
0.004,0.930525454561288,0.14999999999999997,0.908554,27,6.666666666666668
0.004,0.8855733283691238,0.14999999999999997,0.908554,28,6.666666666666668
0.004,1.0366837144970051,0.14999999999999997,0.908554,29,6.666666666666668
0.004,1.1396901760282314,0.14999999999999997,0.908554,30,6.666666666666668
0.004,0.9138267480600086,0.14999999999999997,0.908554,31,6.666666666666668
0.004,0.808075857890331,0.14999999999999997,0.908554,32,6.666666666666668
0.004,0.9044163175074793,0.14999999999999997,0.908554,33,6.666666666666668
0.004,0.9936397479780048,0.14999999999999997,0.908554,34,6.666666666666668
0.004,1.0134702738811563,0.14999999999999997,0.908554,35,6.666666666666668
0.004,1.142127464555674,0.14999999999999997,0.908554,36,6.666666666666668
0.004,1.015249618859195,0.14999999999999997,0.908554,37,6.666666666666668
0.004,1.1023678417903322,0.14999999999999997,0.908554,38,6.666666666666668
0.004,0.872281135442233,0.14999999999999997,0.908554,39,6.666666666666668
0.004,0.7792676357766976,0.15999999999999998,0.921378,0,6.250000000000001
0.004,0.7393107750704593,0.15999999999999998,0.921378,1,6.250000000000001
0.004,0.8853343168856771,0.15999999999999998,0.921378,2,6.250000000000001
0.004,0.8556076321313391,0.15999999999999998,0.921378,3,6.250000000000001
0.004,0.9592536233592562,0.15999999999999998,0.921378,4,6.250000000000001
0.004,0.7291657285497968,0.15999999999999998,0.921378,5,6.250000000000001
0.004,0.6491049222316609,0.15999999999999998,0.921378,6,6.250000000000001
0.004,0.7668892562734413,0.15999999999999998,0.921378,7,6.250000000000001
0.004,0.9326548122954833,0.15999999999999998,0.921378,8,6.250000000000001
0.004,0.879856672691893,0.15999999999999998,0.921378,9,6.250000000000001
0.004,0.5695653171020385,0.15999999999999998,0.921378,10,6.250000000000001
0.004,0.9239876417029127,0.15999999999999998,0.921378,11,6.250000000000001
0.004,1.021054840176701,0.15999999999999998,0.921378,12,6.250000000000001
0.004,0.9989236510529191,0.15999999999999998,0.921378,13,6.250000000000001
0.004,0.8444468895662349,0.15999999999999998,0.921378,14,6.250000000000001
0.004,0.5840915203277636,0.15999999999999998,0.921378,15,6.250000000000001
0.004,0.6989141373757225,0.15999999999999998,0.921378,16,6.250000000000001
0.004,0.7293018166338462,0.15999999999999998,0.921378,17,6.250000000000001
0.004,0.8259358240277079,0.15999999999999998,0.921378,18,6.250000000000001
0.004,0.8607083737887711,0.15999999999999998,0.921378,19,6.250000000000001
0.004,0.63796972251532,0.15999999999999998,0.921378,20,6.250000000000001
0.004,0.8817839982268655,0.15999999999999998,0.921378,21,6.250000000000001
0.004,0.7504990756352854,0.15999999999999998,0.921378,22,6.250000000000001
0.004,0.7898122807087173,0.15999999999999998,0.921378,23,6.250000000000001
0.004,0.6661575135733585,0.15999999999999998,0.921378,24,6.250000000000001
0.004,0.8295818658381349,0.15999999999999998,0.921378,25,6.250000000000001
0.004,1.1465173258362982,0.15999999999999998,0.921378,26,6.250000000000001
0.004,0.710948375666785,0.15999999999999998,0.921378,27,6.250000000000001
0.004,0.8495584485512311,0.15999999999999998,0.921378,28,6.250000000000001
0.004,0.5837659974997641,0.15999999999999998,0.921378,29,6.250000000000001
0.004,0.9105289239429194,0.15999999999999998,0.921378,30,6.250000000000001
0.004,0.6086746942975851,0.15999999999999998,0.921378,31,6.250000000000001
0.004,0.6508507801804103,0.15999999999999998,0.921378,32,6.250000000000001
0.004,0.9712402014894413,0.15999999999999998,0.921378,33,6.250000000000001
0.004,0.740106308203687,0.15999999999999998,0.921378,34,6.250000000000001
0.004,0.8507456059843047,0.15999999999999998,0.921378,35,6.250000000000001
0.004,0.8200830381519633,0.15999999999999998,0.921378,36,6.250000000000001
0.004,0.72174111314479,0.15999999999999998,0.921378,37,6.250000000000001
0.004,0.7942571703743989,0.15999999999999998,0.921378,38,6.250000000000001
0.004,0.8576260927638075,0.15999999999999998,0.921378,39,6.250000000000001
0.004,0.5429931765075467,0.16999999999999998,0.932432,0,5.882352941176471
0.004,0.5729709218250001,0.16999999999999998,0.932432,1,5.882352941176471
0.004,0.7716222315127135,0.16999999999999998,0.932432,2,5.882352941176471
0.004,0.5885980195249639,0.16999999999999998,0.932432,3,5.882352941176471
0.004,0.7045258875207501,0.16999999999999998,0.932432,4,5.882352941176471
0.004,0.6185236143962676,0.16999999999999998,0.932432,5,5.882352941176471
0.004,0.6215295486675803,0.16999999999999998,0.932432,6,5.882352941176471
0.004,0.592683422167917,0.16999999999999998,0.932432,7,5.882352941176471
0.004,0.6205756828296032,0.16999999999999998,0.932432,8,5.882352941176471
0.004,0.3869281993121041,0.16999999999999998,0.932432,9,5.882352941176471
0.004,0.6026154644167236,0.16999999999999998,0.932432,10,5.882352941176471
0.004,0.6394280883225139,0.16999999999999998,0.932432,11,5.882352941176471
0.004,0.7201082814427644,0.16999999999999998,0.932432,12,5.882352941176471
0.004,0.59203782637239,0.16999999999999998,0.932432,13,5.882352941176471
0.004,0.6941284923069929,0.16999999999999998,0.932432,14,5.882352941176471
0.004,0.6585562520971395,0.16999999999999998,0.932432,15,5.882352941176471
0.004,0.522781849974134,0.16999999999999998,0.932432,16,5.882352941176471
0.004,0.5705054573841339,0.16999999999999998,0.932432,17,5.882352941176471
0.004,0.611604309656086,0.16999999999999998,0.932432,18,5.882352941176471
0.004,0.4830361381550269,0.16999999999999998,0.932432,19,5.882352941176471
0.004,0.5068395909866302,0.16999999999999998,0.932432,20,5.882352941176471
0.004,0.44699079953560705,0.16999999999999998,0.932432,21,5.882352941176471
0.004,0.5227551460135913,0.16999999999999998,0.932432,22,5.882352941176471
0.004,0.6385193488623815,0.16999999999999998,0.932432,23,5.882352941176471
0.004,0.5502414923372456,0.16999999999999998,0.932432,24,5.882352941176471
0.004,0.603378692348342,0.16999999999999998,0.932432,25,5.882352941176471
0.004,0.4025244353842984,0.16999999999999998,0.932432,26,5.882352941176471
0.004,0.5484247839249488,0.16999999999999998,0.932432,27,5.882352941176471
0.004,0.5188571874698509,0.16999999999999998,0.932432,28,5.882352941176471
0.004,0.7530449970719713,0.16999999999999998,0.932432,29,5.882352941176471
0.004,0.5681651894550339,0.16999999999999998,0.932432,30,5.882352941176471
0.004,0.6740231360215131,0.16999999999999998,0.932432,31,5.882352941176471
0.004,0.6537738505637191,0.16999999999999998,0.932432,32,5.882352941176471
0.004,0.4935614955943274,0.16999999999999998,0.932432,33,5.882352941176471
0.004,0.5912778714200689,0.16999999999999998,0.932432,34,5.882352941176471
0.004,0.587519532696258,0.16999999999999998,0.932432,35,5.882352941176471
0.004,0.7220862888131956,0.16999999999999998,0.932432,36,5.882352941176471
0.004,0.5747597658972001,0.16999999999999998,0.932432,37,5.882352941176471
0.004,0.5775785902190651,0.16999999999999998,0.932432,38,5.882352941176471
0.004,0.45759998550475556,0.16999999999999998,0.932432,39,5.882352941176471
0.004,0.39614207128633927,0.17999999999999997,0.940212,0,5.555555555555556
0.004,0.4419059014754646,0.17999999999999997,0.940212,1,5.555555555555556
0.004,0.4537330724488668,0.17999999999999997,0.940212,2,5.555555555555556
0.004,0.32208407998030797,0.17999999999999997,0.940212,3,5.555555555555556
0.004,0.3248841807283661,0.17999999999999997,0.940212,4,5.555555555555556
0.004,0.3433700367350989,0.17999999999999997,0.940212,5,5.555555555555556
0.004,0.29843609679504896,0.17999999999999997,0.940212,6,5.555555555555556
0.004,0.352485866547113,0.17999999999999997,0.940212,7,5.555555555555556
0.004,0.3617830331056737,0.17999999999999997,0.940212,8,5.555555555555556
0.004,0.4607563076743258,0.17999999999999997,0.940212,9,5.555555555555556
0.004,0.498809558237289,0.17999999999999997,0.940212,10,5.555555555555556
0.004,0.3825585944508043,0.17999999999999997,0.940212,11,5.555555555555556
0.004,0.36030394345430544,0.17999999999999997,0.940212,12,5.555555555555556
0.004,0.2993424805022558,0.17999999999999997,0.940212,13,5.555555555555556
0.004,0.4445305936243338,0.17999999999999997,0.940212,14,5.555555555555556
0.004,0.3271830476509656,0.17999999999999997,0.940212,15,5.555555555555556
0.004,0.29701934904305444,0.17999999999999997,0.940212,16,5.555555555555556
0.004,0.2549183402529183,0.17999999999999997,0.940212,17,5.555555555555556
0.004,0.3635486665622969,0.17999999999999997,0.940212,18,5.555555555555556
0.004,0.37877423447115544,0.17999999999999997,0.940212,19,5.555555555555556
0.004,0.4530682950070742,0.17999999999999997,0.940212,20,5.555555555555556
0.004,0.2282886952523478,0.17999999999999997,0.940212,21,5.555555555555556
0.004,0.5139989814801854,0.17999999999999997,0.940212,22,5.555555555555556
0.004,0.33378513754243144,0.17999999999999997,0.940212,23,5.555555555555556
0.004,0.28437818444304663,0.17999999999999997,0.940212,24,5.555555555555556
0.004,0.405574400369355,0.17999999999999997,0.940212,25,5.555555555555556
0.004,0.41524460696612864,0.17999999999999997,0.940212,26,5.555555555555556
0.004,0.38861985327708093,0.17999999999999997,0.940212,27,5.555555555555556
0.004,0.3637902309895,0.17999999999999997,0.940212,28,5.555555555555556
0.004,0.5109440522098041,0.17999999999999997,0.940212,29,5.555555555555556
0.004,0.4201166723137149,0.17999999999999997,0.940212,30,5.555555555555556
0.004,0.2534926480001566,0.17999999999999997,0.940212,31,5.555555555555556
0.004,0.44699541374696194,0.17999999999999997,0.940212,32,5.555555555555556
0.004,0.37152836402219686,0.17999999999999997,0.940212,33,5.555555555555556
0.004,0.19577621357803865,0.17999999999999997,0.940212,34,5.555555555555556
0.004,0.4098764136902582,0.17999999999999997,0.940212,35,5.555555555555556
0.004,0.3550070024660321,0.17999999999999997,0.940212,36,5.555555555555556
0.004,0.3624430763779564,0.17999999999999997,0.940212,37,5.555555555555556
0.004,0.36943123332773364,0.17999999999999997,0.940212,38,5.555555555555556
0.004,0.2480381343435517,0.17999999999999997,0.940212,39,5.555555555555556
0.004,0.18480814239365656,0.18999999999999995,0.947424,0,5.263157894736843
0.004,0.18361241874808554,0.18999999999999995,0.947424,1,5.263157894736843
0.004,0.2326737623985816,0.18999999999999995,0.947424,2,5.263157894736843
0.004,0.13118255374104038,0.18999999999999995,0.947424,3,5.263157894736843
0.004,0.2884323252757999,0.18999999999999995,0.947424,4,5.263157894736843
0.004,0.1801422100873804,0.18999999999999995,0.947424,5,5.263157894736843
0.004,0.1576145532070014,0.18999999999999995,0.947424,6,5.263157894736843
0.004,0.27662245746154723,0.18999999999999995,0.947424,7,5.263157894736843
0.004,0.2514187887248778,0.18999999999999995,0.947424,8,5.263157894736843
0.004,0.21655463347576953,0.18999999999999995,0.947424,9,5.263157894736843
0.004,0.195332278165222,0.18999999999999995,0.947424,10,5.263157894736843
0.004,0.25953121268223267,0.18999999999999995,0.947424,11,5.263157894736843
0.004,0.2712126815539023,0.18999999999999995,0.947424,12,5.263157894736843
0.004,0.18603757336908788,0.18999999999999995,0.947424,13,5.263157894736843
0.004,0.29934538040953007,0.18999999999999995,0.947424,14,5.263157894736843
0.004,0.21881480730530742,0.18999999999999995,0.947424,15,5.263157894736843
0.004,0.1821769296961277,0.18999999999999995,0.947424,16,5.263157894736843
0.004,0.28663264972986796,0.18999999999999995,0.947424,17,5.263157894736843
0.004,0.296472033511865,0.18999999999999995,0.947424,18,5.263157894736843
0.004,0.24277013929574492,0.18999999999999995,0.947424,19,5.263157894736843
0.004,0.19912552388021507,0.18999999999999995,0.947424,20,5.263157894736843
0.004,0.22534649262119694,0.18999999999999995,0.947424,21,5.263157894736843
0.004,0.16583344045362705,0.18999999999999995,0.947424,22,5.263157894736843
0.004,0.10726609484104577,0.18999999999999995,0.947424,23,5.263157894736843
0.004,0.2847366007015093,0.18999999999999995,0.947424,24,5.263157894736843
0.004,0.21703718467249286,0.18999999999999995,0.947424,25,5.263157894736843
0.004,0.24717543682182516,0.18999999999999995,0.947424,26,5.263157894736843
0.004,0.14616074665113649,0.18999999999999995,0.947424,27,5.263157894736843
0.004,0.3489407234915973,0.18999999999999995,0.947424,28,5.263157894736843
0.004,0.15010985625299234,0.18999999999999995,0.947424,29,5.263157894736843
0.004,0.0728218107827011,0.18999999999999995,0.947424,30,5.263157894736843
0.004,0.27262003328275525,0.18999999999999995,0.947424,31,5.263157894736843
0.004,0.24592251203202525,0.18999999999999995,0.947424,32,5.263157894736843
0.004,0.12314143255424317,0.18999999999999995,0.947424,33,5.263157894736843
0.004,0.17278881588130057,0.18999999999999995,0.947424,34,5.263157894736843
0.004,0.18246666525961092,0.18999999999999995,0.947424,35,5.263157894736843
0.004,0.13457291980094316,0.18999999999999995,0.947424,36,5.263157894736843
0.004,0.24575641959018935,0.18999999999999995,0.947424,37,5.263157894736843
0.004,0.20508091735070544,0.18999999999999995,0.947424,38,5.263157894736843
0.004,0.1827788265996863,0.18999999999999995,0.947424,39,5.263157894736843
0.004,0.14627770462366452,0.19999999999999996,0.9539,0,5.000000000000001
0.004,0.09418575959597332,0.19999999999999996,0.9539,1,5.000000000000001
0.004,0.1015124053692148,0.19999999999999996,0.9539,2,5.000000000000001
0.004,0.07001330737543222,0.19999999999999996,0.9539,3,5.000000000000001
0.004,0.059375985930567005,0.19999999999999996,0.9539,4,5.000000000000001
0.004,0.08345571737306084,0.19999999999999996,0.9539,5,5.000000000000001
0.004,0.03334241458832782,0.19999999999999996,0.9539,6,5.000000000000001
0.004,0.13750670171905313,0.19999999999999996,0.9539,7,5.000000000000001
0.004,0.12234653771527951,0.19999999999999996,0.9539,8,5.000000000000001
0.004,0.0643695740525991,0.19999999999999996,0.9539,9,5.000000000000001
0.004,0.18550521345748242,0.19999999999999996,0.9539,10,5.000000000000001
0.004,0.06499310809169034,0.19999999999999996,0.9539,11,5.000000000000001
0.004,0.17170779696600416,0.19999999999999996,0.9539,12,5.000000000000001
0.004,0.06136167189639716,0.19999999999999996,0.9539,13,5.000000000000001
0.004,0.16114627872541049,0.19999999999999996,0.9539,14,5.000000000000001
0.004,0.03421795890683829,0.19999999999999996,0.9539,15,5.000000000000001
0.004,0.15458981379603143,0.19999999999999996,0.9539,16,5.000000000000001
0.004,0.14579910515711314,0.19999999999999996,0.9539,17,5.000000000000001
0.004,0.05381698296356499,0.19999999999999996,0.9539,18,5.000000000000001
0.004,0.08382488418377228,0.19999999999999996,0.9539,19,5.000000000000001
0.004,0.014622156998241431,0.19999999999999996,0.9539,20,5.000000000000001
0.004,0.014182105709991552,0.19999999999999996,0.9539,21,5.000000000000001
0.004,0.059980253028574126,0.19999999999999996,0.9539,22,5.000000000000001
0.004,0.18841028197206833,0.19999999999999996,0.9539,23,5.000000000000001
0.004,0.03712034400854736,0.19999999999999996,0.9539,24,5.000000000000001
0.004,0.18803271627073898,0.19999999999999996,0.9539,25,5.000000000000001
0.004,0.14890937390890568,0.19999999999999996,0.9539,26,5.000000000000001
0.004,0.12538703617092942,0.19999999999999996,0.9539,27,5.000000000000001
0.004,0.12182729927526721,0.19999999999999996,0.9539,28,5.000000000000001
0.004,0.19567198118004414,0.19999999999999996,0.9539,29,5.000000000000001
0.004,0.11357487281329098,0.19999999999999996,0.9539,30,5.000000000000001
0.004,0.15026925321867776,0.19999999999999996,0.9539,31,5.000000000000001
0.004,0.03520709373758123,0.19999999999999996,0.9539,32,5.000000000000001
0.004,0.1250569976270554,0.19999999999999996,0.9539,33,5.000000000000001
0.004,0.12448863605648755,0.19999999999999996,0.9539,34,5.000000000000001
0.004,0.1273469705213855,0.19999999999999996,0.9539,35,5.000000000000001
0.004,0.13117059094407732,0.19999999999999996,0.9539,36,5.000000000000001
0.004,0.14651918887851728,0.19999999999999996,0.9539,37,5.000000000000001
0.004,0.09641644424043372,0.19999999999999996,0.9539,38,5.000000000000001
0.004,0.10114455561047359,0.19999999999999996,0.9539,39,5.000000000000001
0.004,0.055840965907017676,0.20999999999999996,0.95944,0,4.761904761904763
0.004,0.04927153314249434,0.20999999999999996,0.95944,1,4.761904761904763
0.004,0.05526448602641704,0.20999999999999996,0.95944,2,4.761904761904763
0.004,0.09089155282882352,0.20999999999999996,0.95944,3,4.761904761904763
0.004,0.13009772944554884,0.20999999999999996,0.95944,4,4.761904761904763
0.004,0.028921766222765377,0.20999999999999996,0.95944,5,4.761904761904763
0.004,0.08536838395603283,0.20999999999999996,0.95944,6,4.761904761904763
