thsRuns,alphaRuns,lambdas,dilsRuns,run,deltas
0.001,0.97728528105103,0.13999999999999999,0.816914,35,7.142857142857143
0.001,1.2785638550800913,0.13999999999999999,0.816914,36,7.142857142857143
0.001,1.4507419082345265,0.13999999999999999,0.816914,37,7.142857142857143
0.001,1.2840426344005054,0.13999999999999999,0.816914,38,7.142857142857143
0.001,0.8409593076452848,0.13999999999999999,0.816914,39,7.142857142857143
0.001,1.1889597681782558,0.14999999999999997,0.843604,0,6.666666666666668
0.001,1.008941100591313,0.14999999999999997,0.843604,1,6.666666666666668
0.001,0.8887313510387466,0.14999999999999997,0.843604,2,6.666666666666668
0.001,1.0658485838751441,0.14999999999999997,0.843604,3,6.666666666666668
0.001,1.057131518202584,0.14999999999999997,0.843604,4,6.666666666666668
0.001,1.0222319595492921,0.14999999999999997,0.843604,5,6.666666666666668
0.001,1.0794773621535334,0.14999999999999997,0.843604,6,6.666666666666668
0.001,1.0055997454908192,0.14999999999999997,0.843604,7,6.666666666666668
0.001,0.9248375956953682,0.14999999999999997,0.843604,8,6.666666666666668
0.001,1.1268036500603396,0.14999999999999997,0.843604,9,6.666666666666668
0.001,0.9467927918997187,0.14999999999999997,0.843604,10,6.666666666666668
0.001,1.0837569531305835,0.14999999999999997,0.843604,11,6.666666666666668
0.001,1.020491429706074,0.14999999999999997,0.843604,12,6.666666666666668
0.001,0.7902058145593474,0.14999999999999997,0.843604,13,6.666666666666668
0.001,0.8690278447483666,0.14999999999999997,0.843604,14,6.666666666666668
0.001,0.9504622479587834,0.14999999999999997,0.843604,15,6.666666666666668
0.001,1.0935855888049826,0.14999999999999997,0.843604,16,6.666666666666668
0.001,0.9338091392457193,0.14999999999999997,0.843604,17,6.666666666666668
0.001,0.9197731968021653,0.14999999999999997,0.843604,18,6.666666666666668
0.001,0.7924351851659942,0.14999999999999997,0.843604,19,6.666666666666668
0.001,1.1152917175587969,0.14999999999999997,0.843604,20,6.666666666666668
0.001,0.9935525462843071,0.14999999999999997,0.843604,21,6.666666666666668
0.001,1.0795118864609206,0.14999999999999997,0.843604,22,6.666666666666668
0.001,0.7375714548615158,0.14999999999999997,0.843604,23,6.666666666666668
0.001,1.1022290201690865,0.14999999999999997,0.843604,24,6.666666666666668
0.001,1.099022729475359,0.14999999999999997,0.843604,25,6.666666666666668
0.001,1.0555369378527435,0.14999999999999997,0.843604,26,6.666666666666668
0.001,0.9342488730941011,0.14999999999999997,0.843604,27,6.666666666666668
0.001,1.004868344067575,0.14999999999999997,0.843604,28,6.666666666666668
0.001,0.9518941426062876,0.14999999999999997,0.843604,29,6.666666666666668
0.001,1.0129287200100399,0.14999999999999997,0.843604,30,6.666666666666668
0.001,0.9955344897347074,0.14999999999999997,0.843604,31,6.666666666666668
0.001,1.1485692939826944,0.14999999999999997,0.843604,32,6.666666666666668
0.001,1.0064450468860409,0.14999999999999997,0.843604,33,6.666666666666668
0.001,1.0584720465733568,0.14999999999999997,0.843604,34,6.666666666666668
0.001,0.9970504460139583,0.14999999999999997,0.843604,35,6.666666666666668
0.001,0.8340394877441952,0.14999999999999997,0.843604,36,6.666666666666668
0.001,0.9785276356879022,0.14999999999999997,0.843604,37,6.666666666666668
0.001,0.9980553644586903,0.14999999999999997,0.843604,38,6.666666666666668
0.001,1.0473049776715144,0.14999999999999997,0.843604,39,6.666666666666668
0.001,0.7969973112326942,0.15999999999999998,0.865916,0,6.250000000000001
0.001,0.8318449759513561,0.15999999999999998,0.865916,1,6.250000000000001
0.001,0.8429806041200081,0.15999999999999998,0.865916,2,6.250000000000001
0.001,0.7446419535524008,0.15999999999999998,0.865916,3,6.250000000000001
0.001,0.6107247688156665,0.15999999999999998,0.865916,4,6.250000000000001
0.001,0.886554901322732,0.15999999999999998,0.865916,5,6.250000000000001
0.001,0.7739871345371321,0.15999999999999998,0.865916,6,6.250000000000001
0.001,0.8823450146342271,0.15999999999999998,0.865916,7,6.250000000000001
0.001,0.7927740648411792,0.15999999999999998,0.865916,8,6.250000000000001
0.001,0.8381016286800085,0.15999999999999998,0.865916,9,6.250000000000001
0.001,0.923991705303472,0.15999999999999998,0.865916,10,6.250000000000001
0.001,0.8962773799369256,0.15999999999999998,0.865916,11,6.250000000000001
0.001,0.8845633050185825,0.15999999999999998,0.865916,12,6.250000000000001
0.001,0.9115522236718818,0.15999999999999998,0.865916,13,6.250000000000001
0.001,0.9348984264017426,0.15999999999999998,0.865916,14,6.250000000000001
0.001,0.9009085786032844,0.15999999999999998,0.865916,15,6.250000000000001
0.001,0.9271743159292237,0.15999999999999998,0.865916,16,6.250000000000001
0.001,0.8806441390552626,0.15999999999999998,0.865916,17,6.250000000000001
0.001,0.8733759518293713,0.15999999999999998,0.865916,18,6.250000000000001
0.001,0.8814537528739301,0.15999999999999998,0.865916,19,6.250000000000001
0.001,0.9745243396366963,0.15999999999999998,0.865916,20,6.250000000000001
0.001,0.8230980514850907,0.15999999999999998,0.865916,21,6.250000000000001
0.001,0.9750116180877788,0.15999999999999998,0.865916,22,6.250000000000001
0.001,0.8075232910311247,0.15999999999999998,0.865916,23,6.250000000000001
0.001,0.9304508108613502,0.15999999999999998,0.865916,24,6.250000000000001
0.001,0.8586142175537157,0.15999999999999998,0.865916,25,6.250000000000001
0.001,0.7213426756187722,0.15999999999999998,0.865916,26,6.250000000000001
0.001,0.5102550261493681,0.15999999999999998,0.865916,27,6.250000000000001
0.001,0.8298292542694842,0.15999999999999998,0.865916,28,6.250000000000001
0.001,0.8166834425282994,0.15999999999999998,0.865916,29,6.250000000000001
0.001,0.9745123809397647,0.15999999999999998,0.865916,30,6.250000000000001
0.001,0.826130320067624,0.15999999999999998,0.865916,31,6.250000000000001
0.001,0.8304183027631408,0.15999999999999998,0.865916,32,6.250000000000001
0.001,0.8970006367248626,0.15999999999999998,0.865916,33,6.250000000000001
0.001,0.6896709447905172,0.15999999999999998,0.865916,34,6.250000000000001
0.001,0.712470407725285,0.15999999999999998,0.865916,35,6.250000000000001
0.001,0.6776671130199134,0.15999999999999998,0.865916,36,6.250000000000001
0.001,0.9814525394627027,0.15999999999999998,0.865916,37,6.250000000000001
0.001,0.7154958550662579,0.15999999999999998,0.865916,38,6.250000000000001
0.001,0.912487972564906,0.15999999999999998,0.865916,39,6.250000000000001
0.001,0.6174379812765163,0.16999999999999998,0.884018,0,5.882352941176471
0.001,0.6296727322728115,0.16999999999999998,0.884018,1,5.882352941176471
0.001,0.44426365779977184,0.16999999999999998,0.884018,2,5.882352941176471
0.001,0.6943320243574599,0.16999999999999998,0.884018,3,5.882352941176471
0.001,0.40038533585425345,0.16999999999999998,0.884018,4,5.882352941176471
0.001,0.9234202394226464,0.16999999999999998,0.884018,5,5.882352941176471
0.001,0.5989597966945128,0.16999999999999998,0.884018,6,5.882352941176471
0.001,0.3743332612157361,0.16999999999999998,0.884018,7,5.882352941176471
0.001,0.5953642130577625,0.16999999999999998,0.884018,8,5.882352941176471
0.001,0.7390028217360849,0.16999999999999998,0.884018,9,5.882352941176471
0.001,0.7091214061354311,0.16999999999999998,0.884018,10,5.882352941176471
0.001,0.5318267259867903,0.16999999999999998,0.884018,11,5.882352941176471
0.001,0.7009970170320559,0.16999999999999998,0.884018,12,5.882352941176471
0.001,0.7918946937561131,0.16999999999999998,0.884018,13,5.882352941176471
0.001,0.7261081159594984,0.16999999999999998,0.884018,14,5.882352941176471
0.001,0.6741688420464875,0.16999999999999998,0.884018,15,5.882352941176471
0.001,0.6157076464990303,0.16999999999999998,0.884018,16,5.882352941176471
0.001,0.6942328822739181,0.16999999999999998,0.884018,17,5.882352941176471
0.001,0.6604662165734566,0.16999999999999998,0.884018,18,5.882352941176471
0.001,0.6574568525266384,0.16999999999999998,0.884018,19,5.882352941176471
0.001,0.711839273430092,0.16999999999999998,0.884018,20,5.882352941176471
0.001,0.5810637118777866,0.16999999999999998,0.884018,21,5.882352941176471
0.001,0.52878144806602,0.16999999999999998,0.884018,22,5.882352941176471
0.001,0.38258860982131193,0.16999999999999998,0.884018,23,5.882352941176471
0.001,0.6854733489383078,0.16999999999999998,0.884018,24,5.882352941176471
0.001,0.6574631240650193,0.16999999999999998,0.884018,25,5.882352941176471
0.001,0.7105277416865794,0.16999999999999998,0.884018,26,5.882352941176471
0.001,0.7280559036369525,0.16999999999999998,0.884018,27,5.882352941176471
0.001,0.576373804585132,0.16999999999999998,0.884018,28,5.882352941176471
0.001,0.5232384051522725,0.16999999999999998,0.884018,29,5.882352941176471
0.001,0.6240780850259969,0.16999999999999998,0.884018,30,5.882352941176471
0.001,0.48693226429145653,0.16999999999999998,0.884018,31,5.882352941176471
0.001,0.6639546751167718,0.16999999999999998,0.884018,32,5.882352941176471
0.001,0.6777882310827463,0.16999999999999998,0.884018,33,5.882352941176471
0.001,0.3481030111333665,0.16999999999999998,0.884018,34,5.882352941176471
0.001,0.7374278718067918,0.16999999999999998,0.884018,35,5.882352941176471
0.001,0.7222786693561581,0.16999999999999998,0.884018,36,5.882352941176471
0.001,0.6435117953560834,0.16999999999999998,0.884018,37,5.882352941176471
0.001,0.6136459611626824,0.16999999999999998,0.884018,38,5.882352941176471
0.001,0.3553324915747273,0.16999999999999998,0.884018,39,5.882352941176471
0.001,0.4148557006479695,0.17999999999999997,0.898854,0,5.555555555555556
0.001,0.16117607435334452,0.17999999999999997,0.898854,1,5.555555555555556
0.001,0.4475610596364369,0.17999999999999997,0.898854,2,5.555555555555556
0.001,0.6548631149307338,0.17999999999999997,0.898854,3,5.555555555555556
0.001,0.2618997244298412,0.17999999999999997,0.898854,4,5.555555555555556
0.001,0.40064799530320633,0.17999999999999997,0.898854,5,5.555555555555556
0.001,0.19191630853422872,0.17999999999999997,0.898854,6,5.555555555555556
0.001,0.3764406837043793,0.17999999999999997,0.898854,7,5.555555555555556
0.001,0.45040726408728554,0.17999999999999997,0.898854,8,5.555555555555556
0.001,0.30083345408162265,0.17999999999999997,0.898854,9,5.555555555555556
0.001,0.5100103695030485,0.17999999999999997,0.898854,10,5.555555555555556
0.001,0.23927848008606917,0.17999999999999997,0.898854,11,5.555555555555556
0.001,0.5804442516686223,0.17999999999999997,0.898854,12,5.555555555555556
0.001,0.38139684631228576,0.17999999999999997,0.898854,13,5.555555555555556
0.001,0.3665383027237855,0.17999999999999997,0.898854,14,5.555555555555556
0.001,0.5869488501785598,0.17999999999999997,0.898854,15,5.555555555555556
0.001,0.2865842787658973,0.17999999999999997,0.898854,16,5.555555555555556
0.001,0.4208010525719251,0.17999999999999997,0.898854,17,5.555555555555556
0.001,0.36544500425084747,0.17999999999999997,0.898854,18,5.555555555555556
0.001,0.4568215217513353,0.17999999999999997,0.898854,19,5.555555555555556
0.001,0.5495624120418617,0.17999999999999997,0.898854,20,5.555555555555556
0.001,0.45529370371489797,0.17999999999999997,0.898854,21,5.555555555555556
0.001,0.2954700681839867,0.17999999999999997,0.898854,22,5.555555555555556
0.001,0.6026491667919285,0.17999999999999997,0.898854,23,5.555555555555556
0.001,0.41421276075014907,0.17999999999999997,0.898854,24,5.555555555555556
0.001,0.4089297299458185,0.17999999999999997,0.898854,25,5.555555555555556
0.001,0.560788906388687,0.17999999999999997,0.898854,26,5.555555555555556
0.001,0.43403505886455757,0.17999999999999997,0.898854,27,5.555555555555556
0.001,0.3007751289727657,0.17999999999999997,0.898854,28,5.555555555555556
0.001,0.27082474714957383,0.17999999999999997,0.898854,29,5.555555555555556
0.001,0.38831694754337004,0.17999999999999997,0.898854,30,5.555555555555556
0.001,0.40290808453311255,0.17999999999999997,0.898854,31,5.555555555555556
0.001,0.34533774338166523,0.17999999999999997,0.898854,32,5.555555555555556
0.001,0.3049265329046245,0.17999999999999997,0.898854,33,5.555555555555556
0.001,0.4770498139699969,0.17999999999999997,0.898854,34,5.555555555555556
0.001,0.37630751710870425,0.17999999999999997,0.898854,35,5.555555555555556
0.001,0.29611335363856667,0.17999999999999997,0.898854,36,5.555555555555556
0.001,0.47104076739164247,0.17999999999999997,0.898854,37,5.555555555555556
0.001,0.5269091085898282,0.17999999999999997,0.898854,38,5.555555555555556
0.001,0.5001562623708303,0.17999999999999997,0.898854,39,5.555555555555556
0.001,0.17568208047649325,0.18999999999999995,0.910552,0,5.263157894736843
0.001,0.20020523992106803,0.18999999999999995,0.910552,1,5.263157894736843
0.001,0.22749715414175994,0.18999999999999995,0.910552,2,5.263157894736843
0.001,0.17406144426467912,0.18999999999999995,0.910552,3,5.263157894736843
0.001,0.21755381995294057,0.18999999999999995,0.910552,4,5.263157894736843
0.001,0.19717635327710636,0.18999999999999995,0.910552,5,5.263157894736843
0.001,0.2956402074907688,0.18999999999999995,0.910552,6,5.263157894736843
0.001,0.31139517361558905,0.18999999999999995,0.910552,7,5.263157894736843
0.001,0.3591460645285431,0.18999999999999995,0.910552,8,5.263157894736843
0.001,0.14527829257117833,0.18999999999999995,0.910552,9,5.263157894736843
0.001,0.2451644259317395,0.18999999999999995,0.910552,10,5.263157894736843
0.001,0.0829574313457816,0.18999999999999995,0.910552,11,5.263157894736843
0.001,0.15812332276881183,0.18999999999999995,0.910552,12,5.263157894736843
0.001,0.3048276926695427,0.18999999999999995,0.910552,13,5.263157894736843
0.001,0.14010638468277153,0.18999999999999995,0.910552,14,5.263157894736843
0.001,0.1220838442802187,0.18999999999999995,0.910552,15,5.263157894736843
0.001,0.18542234842169214,0.18999999999999995,0.910552,16,5.263157894736843
0.001,0.11640877930278305,0.18999999999999995,0.910552,17,5.263157894736843
0.001,0.25951822958865434,0.18999999999999995,0.910552,18,5.263157894736843
0.001,0.3659978436096288,0.18999999999999995,0.910552,19,5.263157894736843
0.001,0.23677897363980965,0.18999999999999995,0.910552,20,5.263157894736843
0.001,0.11949862472136963,0.18999999999999995,0.910552,21,5.263157894736843
0.001,0.12484302892384513,0.18999999999999995,0.910552,22,5.263157894736843
0.001,0.1863376711958049,0.18999999999999995,0.910552,23,5.263157894736843
0.001,0.2288628681770578,0.18999999999999995,0.910552,24,5.263157894736843
0.001,0.19881552297119817,0.18999999999999995,0.910552,25,5.263157894736843
0.001,0.24908067106836804,0.18999999999999995,0.910552,26,5.263157894736843
0.001,0.13685584643165408,0.18999999999999995,0.910552,27,5.263157894736843
0.001,0.1063192020099702,0.18999999999999995,0.910552,28,5.263157894736843
0.001,0.23513927606887655,0.18999999999999995,0.910552,29,5.263157894736843
0.001,0.17804330922027822,0.18999999999999995,0.910552,30,5.263157894736843
0.001,0.1457800882067224,0.18999999999999995,0.910552,31,5.263157894736843
0.001,0.3353770371359493,0.18999999999999995,0.910552,32,5.263157894736843
0.001,0.14084759846121384,0.18999999999999995,0.910552,33,5.263157894736843
0.001,0.10118710379137005,0.18999999999999995,0.910552,34,5.263157894736843
0.001,0.2973469485641313,0.18999999999999995,0.910552,35,5.263157894736843
0.001,0.1333391795977316,0.18999999999999995,0.910552,36,5.263157894736843
0.001,0.15351565023137365,0.18999999999999995,0.910552,37,5.263157894736843
0.001,0.2201611121199475,0.18999999999999995,0.910552,38,5.263157894736843
0.001,0.13032006984961617,0.18999999999999995,0.910552,39,5.263157894736843
0.001,0.07607022222011445,0.19999999999999996,0.921152,0,5.000000000000001
0.001,0.09844242041326232,0.19999999999999996,0.921152,1,5.000000000000001
0.001,0.12056008612606739,0.19999999999999996,0.921152,2,5.000000000000001
0.001,0.12244429311785149,0.19999999999999996,0.921152,3,5.000000000000001
0.001,0.019032684503056507,0.19999999999999996,0.921152,4,5.000000000000001
0.001,0.14821017492872404,0.19999999999999996,0.921152,5,5.000000000000001
0.001,0.08851849311732371,0.19999999999999996,0.921152,6,5.000000000000001
